,meteorite_name,recclass,mass_g,impact_year,retclat,reclong
19686,Meteorite Hills 00425,Diogenite,118.3,2000,-79.68333,155.75
19687,Meteorite Hills 00426,CR2,31.3,2000,-79.68333,155.75
19688,Meteorite Hills 00427,Howardite,18.6,2000,-79.68333,155.75
19689,Meteorite Hills 00428,"Iron, ungrouped",45.8,2000,-79.68333,155.75
19690,Meteorite Hills 00429,CV3,30.5,2000,-79.68333,159.75
19691,Meteorite Hills 00430,CV3,151.7,2000,-79.68333,159.75
19692,Meteorite Hills 00431,CM2,23.4,2000,-79.68333,155.75
19693,Meteorite Hills 00432,CM2,38.9,2000,-79.68333,155.75
19694,Meteorite Hills 00433,CM2,10.9,2000,-79.68333,155.75
19695,Meteorite Hills 00434,CM2,6.1,2000,-79.68333,155.75
19696,Meteorite Hills 00435,CM2,2.4,2000,-79.68333,155.75
19697,Meteorite Hills 00436,Diogenite,"1,765.60",2000,-79.68333,155.75
19698,Meteorite Hills 00437,L6,"2,685.30",2000,-79.68333,155.75
19699,Meteorite Hills 00438,L6,"3,747.40",2000,-79.68333,155.75
19700,Meteorite Hills 00439,LL5,"2,601.90",2000,-79.68333,155.75
19701,Meteorite Hills 00440,L5,"1,624.70",2000,-79.68333,155.75
19702,Meteorite Hills 00441,L5,"1,299.60",2000,-79.68333,155.75
19703,Meteorite Hills 00442,L4,"1,149.20",2000,-79.68333,155.75
19704,Meteorite Hills 00443,L5,872,2000,-79.68333,155.75
19705,Meteorite Hills 00444,H6,"1,469.60",2000,-79.68333,155.75
19706,Meteorite Hills 00445,L5,"1,631.50",2000,-79.68333,155.75
19707,Meteorite Hills 00446,L5,"1,181.30",2000,-79.68333,155.75
19708,Meteorite Hills 00447,L5,"1,231.60",2000,-79.68333,155.75
19709,Meteorite Hills 00448,L5,"1,148.70",2000,-79.68333,155.75
19710,Meteorite Hills 00449,LL6,"1,192.30",2000,-79.68333,155.75
19711,Meteorite Hills 00450,LL6,691.1,2000,-79.68333,155.75
19712,Meteorite Hills 00451,LL6,767.2,2000,-79.68333,155.75
19713,Meteorite Hills 00452,L(LL)3.05,774.9,2000,-79.68333,159.75
19714,Meteorite Hills 00453,LL6,265.6,2000,-79.68333,155.75
19715,Meteorite Hills 00454,LL6,487,2000,-79.68333,155.75
19716,Meteorite Hills 00455,L5,489,2000,-79.68333,159.75
19717,Meteorite Hills 00456,LL5,575.5,2000,-79.68333,155.75
19718,Meteorite Hills 00457,LL6,709.4,2000,-79.68333,155.75
19719,Meteorite Hills 00458,LL6,687.5,2000,-79.68333,155.75
19720,Meteorite Hills 00459,LL6,"1,118.70",2000,-79.68333,155.75
19721,Meteorite Hills 00460,H5,700.5,2000,-79.68333,159.75
19722,Meteorite Hills 00461,L6,518,2000,-79.68333,159.75
19723,Meteorite Hills 00462,L5,590.7,2000,-79.68333,155.75
19724,Meteorite Hills 00463,L6,369.9,2000,-79.68333,155.75
19725,Meteorite Hills 00464,LL6,418.9,2000,-79.68333,155.75
19726,Meteorite Hills 00465,L5,516.4,2000,-79.68333,155.75
19727,Meteorite Hills 00466,LL5,296.8,2000,-79.68333,155.75
19728,Meteorite Hills 00467,L5,422.5,2000,-79.68333,155.75
19729,Meteorite Hills 00468,L5,361.7,2000,-79.68333,155.75
19730,Meteorite Hills 00469,L5,273,2000,-79.68333,155.75
19731,Meteorite Hills 00470,LL6,456.2,2000,-79.68333,155.75
19732,Meteorite Hills 00471,L5,367.1,2000,-79.68333,155.75
19733,Meteorite Hills 00472,L6,348.3,2000,-79.68333,155.75
19734,Meteorite Hills 00473,LL6,270,2000,-79.68333,155.75
19735,Meteorite Hills 00474,LL5,153.26,2000,-79.68333,155.75
19736,Meteorite Hills 00475,LL6,367.8,2000,-79.68333,155.75
19737,Meteorite Hills 00476,L5,433.3,2000,-79.68333,155.75
19738,Meteorite Hills 00477,LL6,474.2,2000,-79.68333,155.75
19739,Meteorite Hills 00478,L5,343,2000,-79.68333,155.75
19740,Meteorite Hills 00479,LL6,315,2000,-79.68333,155.75
19741,Meteorite Hills 00480,L5,190.49,2000,-79.68333,155.75
19742,Meteorite Hills 00481,L5,208.37,2000,-79.68333,155.75
19743,Meteorite Hills 00482,LL6,175.28,2000,-79.68333,155.75
19744,Meteorite Hills 00483,LL5,251.9,2000,-79.68333,155.75
19745,Meteorite Hills 00484,L5,233.7,2000,-79.68333,155.75
19746,Meteorite Hills 00485,LL6,221.9,2000,-79.68333,155.75
19747,Meteorite Hills 00486,L5,157.55,2000,-79.68333,155.75
19748,Meteorite Hills 00487,L5,159.2,2000,-79.68333,155.75
19749,Meteorite Hills 00488,L5,132.45,2000,-79.68333,155.75
19750,Meteorite Hills 00489,L3.6,232,2000,-79.68333,155.75
19751,Meteorite Hills 00490,LL5,100.92,2000,-79.68333,155.75
19752,Meteorite Hills 00491,LL6,106.57,2000,-79.68333,155.75
19753,Meteorite Hills 00492,L5,159.97,2000,-79.68333,155.75
19754,Meteorite Hills 00493,L5,38.99,2000,-79.68333,155.75
19755,Meteorite Hills 00494,L5,156.83,2000,-79.68333,155.75
19756,Meteorite Hills 00495,LL6,266.5,2000,-79.68333,155.75
19757,Meteorite Hills 00496,L5,128.79,2000,-79.68333,155.75
19758,Meteorite Hills 00497,LL6,221.6,2000,-79.68333,155.75
19759,Meteorite Hills 00498,L6,112.46,2000,-79.68333,155.75
19760,Meteorite Hills 00499,L6,111.69,2000,-79.68333,155.75
19761,Meteorite Hills 00500,L6,230.7,2000,-79.68333,155.75
19762,Meteorite Hills 00501,LL6,101.46,2000,-79.68333,155.75
19763,Meteorite Hills 00502,LL5,130.78,2000,-79.68333,155.75
19764,Meteorite Hills 00503,LL6,152.12,2000,-79.68333,155.75
19765,Meteorite Hills 00504,L5,165.9,2000,-79.68333,155.75
19766,Meteorite Hills 00505,LL5,174.57,2000,-79.68333,155.75
19767,Meteorite Hills 00506,H3.4,301.1,2000,-79.68333,155.75
19768,Meteorite Hills 00507,L5,105.13,2000,-79.68333,155.75
19769,Meteorite Hills 00508,LL6,68.59,2000,-79.68333,155.75
19770,Meteorite Hills 00509,LL6,180.89,2000,-79.68333,155.75
19771,Meteorite Hills 00510,LL5,186.55,2000,-79.68333,155.75
19772,Meteorite Hills 00511,L5,131.7,2000,-79.68333,155.75
19773,Meteorite Hills 00512,LL5,93.4,2000,-79.68333,155.75
19774,Meteorite Hills 00513,L5,148.29,2000,-79.68333,155.75
19775,Meteorite Hills 00514,L5,275.1,2000,-79.68333,155.75
19776,Meteorite Hills 00515,LL6,304.8,2000,-79.68333,155.75
19777,Meteorite Hills 00516,L5,117.6,2000,-79.68333,155.75
19778,Meteorite Hills 00517,LL4,247,2000,-79.68333,155.75
19779,Meteorite Hills 00518,LL6,247.8,2000,-79.68333,155.75
19780,Meteorite Hills 00519,LL6,210.8,2000,-79.68333,155.75
19781,Meteorite Hills 00520,L5,263.4,2000,-79.68333,155.75
19782,Meteorite Hills 00521,LL5,134.05,2000,-79.68333,155.75
19783,Meteorite Hills 00522,L5,115.74,2000,-79.68333,155.75
19784,Meteorite Hills 00523,LL6,60.78,2000,-79.68333,155.75
19785,Meteorite Hills 00524,L6,226,2000,-79.68333,155.75
19786,Meteorite Hills 00525,H5,135.1,2000,-79.68333,159.75
19787,Meteorite Hills 00526,L(LL)3.05,208.2,2000,-79.68333,159.75
19788,Meteorite Hills 00527,L5,225,2000,-79.68333,155.75
19789,Meteorite Hills 00528,H5,104.9,2000,-79.68333,159.75
19790,Meteorite Hills 00529,H6,152.6,2000,-79.68333,159.75
19791,Meteorite Hills 00530,LL5,106.17,2000,-79.68333,155.75
19792,Meteorite Hills 00531,LL6,193.91,2000,-79.68333,155.75
19793,Meteorite Hills 00532,L5,132.6,2000,-79.68333,155.75
19794,Meteorite Hills 00533,LL5,127.56,2000,-79.68333,155.75
19795,Meteorite Hills 00534,L6,97.57,2000,-79.68333,155.75
19796,Meteorite Hills 00535,L4,159.08,2000,-79.68333,155.75
19797,Meteorite Hills 00536,L6,137.19,2000,-79.68333,155.75
19798,Meteorite Hills 00537,L6,148.75,2000,-79.68333,155.75
19799,Meteorite Hills 00538,L5,77.16,2000,-79.68333,155.75
19800,Meteorite Hills 00539,LL5,193.65,2000,-79.68333,155.75
19801,Meteorite Hills 00540,LL6,103.18,2000,-79.68333,155.75
19802,Meteorite Hills 00541,LL5,125.82,2000,-79.68333,155.75
19803,Meteorite Hills 00542,L6,80.3,2000,-79.68333,155.75
19804,Meteorite Hills 00543,L6,25.45,2000,-79.68333,155.75
19805,Meteorite Hills 00544,L5,52.65,2000,-79.68333,155.75
19806,Meteorite Hills 00545,L5,59.76,2000,-79.68333,155.75
19807,Meteorite Hills 00546,H5,75.87,2000,-79.68333,159.75
19808,Meteorite Hills 00547,LL6,68.5,2000,-79.68333,159.75
19809,Meteorite Hills 00548,L5,89.7,2000,-79.68333,159.75
19810,Meteorite Hills 00549,L5,101.48,2000,-79.68333,155.75
19811,Meteorite Hills 00550,LL6,104.52,2000,-79.68333,155.75
19812,Meteorite Hills 00551,LL6,58.63,2000,-79.68333,155.75
19813,Meteorite Hills 00552,H3.4,97.3,2000,-79.68333,155.75
19814,Meteorite Hills 00553,L5,74.34,2000,-79.68333,155.75
19815,Meteorite Hills 00554,L6,67.08,2000,-79.68333,155.75
19816,Meteorite Hills 00555,L5,91.05,2000,-79.68333,155.75
19817,Meteorite Hills 00556,L5,66.46,2000,-79.68333,155.75
19818,Meteorite Hills 00557,LL6,49.45,2000,-79.68333,155.75
19819,Meteorite Hills 00558,L5,157.04,2000,-79.68333,155.75
19820,Meteorite Hills 00559,L6,95.02,2000,-79.68333,155.75
19821,Meteorite Hills 00560,LL5,61.81,2000,-79.68333,155.75
19822,Meteorite Hills 00561,L5,80.19,2000,-79.68333,155.75
19823,Meteorite Hills 00562,L5,78.49,2000,-79.68333,155.75
19824,Meteorite Hills 00563,L5,48.16,2000,-79.68333,155.75
19825,Meteorite Hills 00564,L5,53.58,2000,-79.68333,155.75
19826,Meteorite Hills 00565,L5,109.96,2000,-79.68333,155.75
19827,Meteorite Hills 00566,L5,143.77,2000,-79.68333,155.75
19828,Meteorite Hills 00567,L5,40.41,2000,-79.68333,155.75
19829,Meteorite Hills 00568,L6,63.34,2000,-79.68333,155.75
19830,Meteorite Hills 00569,L6,110.34,2000,-79.68333,155.75
19831,Meteorite Hills 00570,H3.8,157.02,2000,-79.68333,155.75
19832,Meteorite Hills 00571,LL6,114.33,2000,-79.68333,155.75
19833,Meteorite Hills 00572,H4,95.8,2000,-79.68333,155.75
19834,Meteorite Hills 00573,LL6,70.96,2000,-79.68333,155.75
19835,Meteorite Hills 00574,LL5,106.46,2000,-79.68333,155.75
19836,Meteorite Hills 00575,L5,99.16,2000,-79.68333,155.75
19837,Meteorite Hills 00576,L6,9.49,2000,-79.68333,155.75
19838,Meteorite Hills 00577,LL6,15.64,2000,-79.68333,155.75
19839,Meteorite Hills 00578,L6,64.33,2000,-79.68333,155.75
19840,Meteorite Hills 00579,L6,55.86,2000,-79.68333,155.75
19841,Meteorite Hills 00581,LL6,100.21,2000,-79.68333,155.75
19842,Meteorite Hills 00582,L5,176.83,2000,-79.68333,155.75
19843,Meteorite Hills 00583,L5,51.8,2000,-79.68333,155.75
19844,Meteorite Hills 00584,LL5,87.53,2000,-79.68333,155.75
19845,Meteorite Hills 00585,L5,74.22,2000,-79.68333,155.75
19846,Meteorite Hills 00586,L5,93.13,2000,-79.68333,155.75
19847,Meteorite Hills 00587,LL5,44.83,2000,-79.68333,155.75
19848,Meteorite Hills 00588,LL5,50.85,2000,-79.68333,155.75
19849,Meteorite Hills 00589,H6,89.29,2000,-79.68333,155.75
19850,Meteorite Hills 00590,LL6,90.02,2000,-79.68333,155.75
19851,Meteorite Hills 00591,H6,114.82,2000,-79.68333,155.75
19852,Meteorite Hills 00592,L5,95.78,2000,-79.68333,155.75
19853,Meteorite Hills 00593,LL5,53.83,2000,-79.68333,155.75
19854,Meteorite Hills 00594,LL6,99.51,2000,-79.68333,155.75
19855,Meteorite Hills 00595,LL6,66.53,2000,-79.68333,155.75
19856,Meteorite Hills 00596,LL6,62.27,2000,-79.68333,155.75
19857,Meteorite Hills 00597,LL6,94.84,2000,-79.68333,155.75
19858,Meteorite Hills 00598,L6,96.49,2000,-79.68333,155.75
19859,Meteorite Hills 00599,LL6,72.18,2000,-79.68333,155.75
19860,Meteorite Hills 00600,LL6,78.48,2000,-79.68333,155.75
19861,Meteorite Hills 00601,LL6,58.56,2000,-79.68333,155.75
19862,Meteorite Hills 00602,L6,121.26,2000,-79.68333,155.75
19863,Meteorite Hills 00603,LL6,67.68,2000,-79.68333,155.75
19864,Meteorite Hills 00604,L6,74.05,2000,-79.68333,155.75
19865,Meteorite Hills 00605,L5,102.88,2000,-79.68333,155.75
19866,Meteorite Hills 00606,L5,70.61,2000,-79.68333,155.75
19867,Meteorite Hills 00607,H3.4,76.55,2000,-79.68333,155.75
19868,Meteorite Hills 00608,L5,85.78,2000,-79.68333,155.75
19869,Meteorite Hills 00609,LL6,65.81,2000,-79.68333,155.75
19870,Meteorite Hills 00610,H6,118.26,2000,-79.68333,155.75
19871,Meteorite Hills 00611,H6,113.77,2000,-79.68333,155.75
19872,Meteorite Hills 00612,L5,110.51,2000,-79.68333,155.75
19873,Meteorite Hills 00613,H6,53.37,2000,-79.68333,155.75
19874,Meteorite Hills 00614,L5,81.89,2000,-79.68333,155.75
19875,Meteorite Hills 00615,H6,166.85,2000,-79.68333,155.75
19876,Meteorite Hills 00616,LL6,97.51,2000,-79.68333,155.75
19877,Meteorite Hills 00617,LL6,114.01,2000,-79.68333,155.75
19878,Meteorite Hills 00618,L5,67.12,2000,-79.68333,155.75
19879,Meteorite Hills 00619,H6,71.18,2000,-79.68333,155.75
19880,Meteorite Hills 00620,H6,125.21,2000,-79.68333,155.75
19881,Meteorite Hills 00621,L3.6,88.84,2000,-79.68333,155.75
19882,Meteorite Hills 00622,LL5,87.65,2000,-79.68333,155.75
19883,Meteorite Hills 00623,L6,52.57,2000,-79.68333,155.75
19884,Meteorite Hills 00624,L5,103.91,2000,-79.68333,155.75
19885,Meteorite Hills 00625,H6,106.49,2000,-79.68333,155.75
19886,Meteorite Hills 00626,H6,100.78,2000,-79.68333,155.75
19887,Meteorite Hills 00627,LL5,80.74,2000,-79.68333,155.75
19888,Meteorite Hills 00628,H6,40.72,2000,-79.68333,155.75
19889,Meteorite Hills 00629,LL6,17.64,2000,-79.68333,155.75
19890,Meteorite Hills 00630,CM2,10.8,2000,-79.68333,155.75
19891,Meteorite Hills 00631,L5,5.82,2000,-79.68333,155.75
19892,Meteorite Hills 00632,CM2,9.08,2000,-79.68333,155.75
19893,Meteorite Hills 00633,CM2,20.44,2000,-79.68333,155.75
19894,Meteorite Hills 00634,CV3,3.06,2000,-79.68333,155.75
19895,Meteorite Hills 00635,CM2,2.27,2000,-79.68333,155.75
19896,Meteorite Hills 00636,EH4,2.51,2000,-79.68333,155.75
19897,Meteorite Hills 00637,L4,7.23,2000,-79.68333,155.75
19898,Meteorite Hills 00638,LL6,7.5,2000,-79.68333,155.75
19899,Meteorite Hills 00639,CM2,13.43,2000,-79.68333,155.75
19900,Meteorite Hills 00640,L5,3.53,2000,-79.68333,155.75
19901,Meteorite Hills 00641,L5,27.08,2000,-79.68333,155.75
19902,Meteorite Hills 00642,LL6,47.82,2000,-79.68333,155.75
19903,Meteorite Hills 00643,LL6,30.68,2000,-79.68333,155.75
19904,Meteorite Hills 00644,LL6,55.1,2000,-79.68333,155.75
19905,Meteorite Hills 00645,L5,27.43,2000,-79.68333,155.75
19906,Meteorite Hills 00646,LL6,34.76,2000,-79.68333,155.75
19907,Meteorite Hills 00647,LL6,55.93,2000,-79.68333,155.75
19908,Meteorite Hills 00648,L6,20.42,2000,-79.68333,155.75
19909,Meteorite Hills 00649,LL6,20.58,2000,-79.68333,155.75
19910,Meteorite Hills 00650,H6,34.24,2000,-79.68333,155.75
19911,Meteorite Hills 00651,LL6,38.48,2000,-79.68333,155.75
19912,Meteorite Hills 00652,LL6,16.24,2000,-79.68333,155.75
19913,Meteorite Hills 00653,L5,16.99,2000,-79.68333,155.75
19914,Meteorite Hills 00654,H6,40.48,2000,-79.68333,155.75
19915,Meteorite Hills 00655,L6,43.11,2000,-79.68333,155.75
19916,Meteorite Hills 00656,L5,32.82,2000,-79.68333,155.75
19917,Meteorite Hills 00657,L5,38.93,2000,-79.68333,155.75
19918,Meteorite Hills 00658,L6,46.42,2000,-79.68333,155.75
19919,Meteorite Hills 00659,L6,40.38,2000,-79.68333,155.75
19920,Meteorite Hills 00660,L4,33.8,2000,-79.68333,155.75
19921,Meteorite Hills 00661,H6,19.44,2000,-79.68333,155.75
19922,Meteorite Hills 00662,H6,45.14,2000,-79.68333,155.75
19923,Meteorite Hills 00663,L5,15.62,2000,-79.68333,155.75
19924,Meteorite Hills 00664,L4,16.67,2000,-79.68333,155.75
19925,Meteorite Hills 00665,LL6,30.04,2000,-79.68333,155.75
19926,Meteorite Hills 00666,L5,15.03,2000,-79.68333,155.75
19927,Meteorite Hills 00667,LL6,22.1,2000,-79.68333,159.75
19928,Meteorite Hills 00668,LL6,6.6,2000,-79.68333,159.75
19929,Meteorite Hills 00669,H6,14.3,2000,-79.68333,159.75
19930,Meteorite Hills 00670,L6,21.94,2000,-79.68333,155.75
19931,Meteorite Hills 00671,H6,12.5,2000,-79.68333,155.75
19932,Meteorite Hills 00672,L6,6.82,2000,-79.68333,155.75
19933,Meteorite Hills 00673,L6,26.07,2000,-79.68333,155.75
19934,Meteorite Hills 00674,LL6,46.63,2000,-79.68333,155.75
19935,Meteorite Hills 00675,LL6,16.22,2000,-79.68333,155.75
19936,Meteorite Hills 00676,L6,13.43,2000,-79.68333,155.75
19937,Meteorite Hills 00677,L5,34.28,2000,-79.68333,155.75
19938,Meteorite Hills 00678,L6,27.83,2000,-79.68333,155.75
19939,Meteorite Hills 00679,L6,23.87,2000,-79.68333,155.75
19940,Meteorite Hills 00680,LL5,22.34,2000,-79.68333,155.75
19941,Meteorite Hills 00681,L5,22.54,2000,-79.68333,155.75
19942,Meteorite Hills 00682,L6,31.42,2000,-79.68333,155.75
19943,Meteorite Hills 00683,H5,15.35,2000,-79.68333,155.75
19944,Meteorite Hills 00684,L5,14.9,2000,-79.68333,155.75
19945,Meteorite Hills 00685,L6,14.88,2000,-79.68333,155.75
19946,Meteorite Hills 00686,LL6,23.14,2000,-79.68333,155.75
19947,Meteorite Hills 00687,L6,4.59,2000,-79.68333,155.75
19948,Meteorite Hills 00688,L6,7.28,2000,-79.68333,155.75
19949,Meteorite Hills 00689,L6,7.03,2000,-79.68333,155.75
19950,Meteorite Hills 00690,L6,47.65,2000,-79.68333,155.75
19951,Meteorite Hills 00691,L6,37.59,2000,-79.68333,155.75
19952,Meteorite Hills 00692,LL6,7.29,2000,-79.68333,155.75
19953,Meteorite Hills 00693,L6,15.23,2000,-79.68333,155.75
19954,Meteorite Hills 00694,CO3.6,15.87,2000,-79.68333,155.75
19955,Meteorite Hills 00695,L6,20.24,2000,-79.68333,155.75
19956,Meteorite Hills 00696,H6,51.19,2000,-79.68333,155.75
19957,Meteorite Hills 00697,L6,24.55,2000,-79.68333,155.75
19958,Meteorite Hills 00698,LL6,14.37,2000,-79.68333,155.75
19959,Meteorite Hills 00699,L5,56.36,2000,-79.68333,155.75
19960,Meteorite Hills 00700,H6,54,2000,-79.68333,159.75
19961,Meteorite Hills 00701,L5,15,2000,-79.68333,159.75
19962,Meteorite Hills 00702,H6,43,2000,-79.68333,159.75
19963,Meteorite Hills 00703,H5,32.1,2000,-79.68333,159.75
19964,Meteorite Hills 00704,LL5,5.3,2000,-79.68333,159.75
19965,Meteorite Hills 00705,L6,6.6,2000,-79.68333,159.75
19966,Meteorite Hills 00706,L5,12.4,2000,-79.68333,159.75
19967,Meteorite Hills 00707,L4,15.2,2000,-79.68333,159.75
19968,Meteorite Hills 00708,LL6,20.5,2000,-79.68333,159.75
19969,Meteorite Hills 00709,"Iron, IIIAB",6.8,2000,-79.68333,155.75
19970,Meteorite Hills 00710,L5,16.9,2000,-79.68333,159.75
19971,Meteorite Hills 00711,CO3,17,2000,-79.68333,159.75
19972,Meteorite Hills 00712,H6,12,2000,-79.68333,159.75
19973,Meteorite Hills 00713,H6,14.1,2000,-79.68333,159.75
19974,Meteorite Hills 00714,H6,32.5,2000,-79.68333,159.75
19975,Meteorite Hills 00715,H6,35.2,2000,-79.68333,159.75
19976,Meteorite Hills 00716,LL6,6,2000,-79.68333,159.75
19977,Meteorite Hills 00717,L5,26.1,2000,-79.68333,159.75
19978,Meteorite Hills 00718,H6,28.4,2000,-79.68333,159.75
19979,Meteorite Hills 00719,LL6,36.9,2000,-79.68333,159.75
19980,Meteorite Hills 00720,LL6,34.07,2000,-79.68333,155.75
19981,Meteorite Hills 00721,H5,17.27,2000,-79.68333,155.75
19982,Meteorite Hills 00722,H5,25.57,2000,-79.68333,155.75
19983,Meteorite Hills 00723,LL6,27.56,2000,-79.68333,155.75
19984,Meteorite Hills 00724,"Iron, IIIAB",3.32,2000,-79.68333,155.75
19985,Meteorite Hills 00725,H5,41.75,2000,-79.68333,155.75
19986,Meteorite Hills 00726,"Iron, IIIAB",3.14,2000,-79.68333,155.75
19987,Meteorite Hills 00727,H6,13.24,2000,-79.68333,155.75
19988,Meteorite Hills 00728,LL5,9.37,2000,-79.68333,155.75
19989,Meteorite Hills 00729,L5,2.61,2000,-79.68333,155.75
19990,Meteorite Hills 00730,L5,15.29,2000,-79.68333,155.75
19991,Meteorite Hills 00731,L5,13.4,2000,-79.68333,155.75
19992,Meteorite Hills 00732,H6,4.09,2000,-79.68333,155.75
19993,Meteorite Hills 00733,L4,8.97,2000,-79.68333,155.75
19994,Meteorite Hills 00734,LL6,19.39,2000,-79.68333,155.75
19995,Meteorite Hills 00735,L5,3.45,2000,-79.68333,155.75
19996,Meteorite Hills 00736,LL6,7.3,2000,-79.68333,155.75
19997,Meteorite Hills 00737,CO3.6,23.24,2000,-79.68333,155.75
19998,Meteorite Hills 00738,H5,36.37,2000,-79.68333,155.75
19999,Meteorite Hills 00739,CK4,9.21,2000,-79.68333,155.75
20000,Meteorite Hills 00740,L5,27.18,2000,-79.68333,155.75
20001,Meteorite Hills 00741,LL6,44.84,2000,-79.68333,155.75
20002,Meteorite Hills 00742,CV3,1.19,2000,-79.68333,155.75
20003,Meteorite Hills 00743,L5,9.39,2000,-79.68333,155.75
20004,Meteorite Hills 00744,LL6,4.61,2000,-79.68333,155.75
20005,Meteorite Hills 00745,L6,2.21,2000,-79.68333,155.75
20006,Meteorite Hills 00746,L5,20.41,2000,-79.68333,155.75
20007,Meteorite Hills 00747,CV3,5.04,2000,-79.68333,155.75
20008,Meteorite Hills 00748,H6,2.09,2000,-79.68333,155.75
20009,Meteorite Hills 00749,H6,12.43,2000,-79.68333,155.75
20010,Meteorite Hills 00750,LL6,32.9,2000,-79.68333,155.75
20011,Meteorite Hills 00751,H6,13.7,2000,-79.68333,155.75
20012,Meteorite Hills 00752,H6,6.35,2000,-79.68333,155.75
20013,Meteorite Hills 00753,L5,7.5,2000,-79.68333,155.75
20014,Meteorite Hills 00754,L6,4.19,2000,-79.68333,155.75
20015,Meteorite Hills 00755,H6,4.09,2000,-79.68333,155.75
20016,Meteorite Hills 00756,H6,1.42,2000,-79.68333,155.75
20017,Meteorite Hills 00757,H6,8.42,2000,-79.68333,155.75
20018,Meteorite Hills 00758,LL6,3.03,2000,-79.68333,155.75
20019,Meteorite Hills 00759,LL5,8.3,2000,-79.68333,155.75
20020,Meteorite Hills 00760,LL6,10.12,2000,-79.68333,155.75
20021,Meteorite Hills 00761,CV3,5.98,2000,-79.68333,155.75
20022,Meteorite Hills 00762,L5,24.19,2000,-79.68333,155.75
20023,Meteorite Hills 00763,L5,0.22,2000,-79.68333,155.75
20024,Meteorite Hills 00764,L5,3.38,2000,-79.68333,155.75
20025,Meteorite Hills 00765,L5,12.48,2000,-79.68333,155.75
20026,Meteorite Hills 00766,L6,15.66,2000,-79.68333,155.75
20027,Meteorite Hills 00767,LL5,16.01,2000,-79.68333,155.75
20028,Meteorite Hills 00768,L5,8.1,2000,-79.68333,155.75
20029,Meteorite Hills 00769,L5,37.06,2000,-79.68333,155.75
20030,Meteorite Hills 00770,L5,33.02,2000,-79.68333,155.75
20031,Meteorite Hills 00771,LL5,36.63,2000,-79.68333,155.75
20032,Meteorite Hills 00772,LL5,5.93,2000,-79.68333,155.75
20033,Meteorite Hills 00773,H5,14,2000,-79.68333,155.75
20034,Meteorite Hills 00774,L5,26.93,2000,-79.68333,155.75
20035,Meteorite Hills 00775,LL6,24.2,2000,-79.68333,155.75
20036,Meteorite Hills 00776,L6,7.62,2000,-79.68333,155.75
20037,Meteorite Hills 00777,H6,62.77,2000,-79.68333,155.75
20038,Meteorite Hills 00778,H5,52.84,2000,-79.68333,155.75
20039,Meteorite Hills 00779,H5,32.59,2000,-79.68333,155.75
20040,Meteorite Hills 00780,H5,15.42,2000,-79.68333,155.75
20041,Meteorite Hills 00781,CM2,5.36,2000,-79.68333,155.75
20042,Meteorite Hills 00782,H6,10.59,2000,-79.68333,155.75
20043,Meteorite Hills 00783,EH4,26.25,2000,-79.68333,155.75
20044,Meteorite Hills 00784,H4,7.51,2000,-79.68333,155.75
20045,Meteorite Hills 00785,L5,21.25,2000,-79.68333,155.75
20046,Meteorite Hills 00786,L5,15.63,2000,-79.68333,155.75
20047,Meteorite Hills 00787,H6,38.11,2000,-79.68333,155.75
20048,Meteorite Hills 00788,L5,35.27,2000,-79.68333,155.75
20049,Meteorite Hills 00789,LL6,13.85,2000,-79.68333,155.75
20050,Meteorite Hills 00790,L5,35.78,2000,-79.68333,155.75
20051,Meteorite Hills 00791,L5,9.89,2000,-79.68333,155.75
20052,Meteorite Hills 00792,L5,49.59,2000,-79.68333,155.75
20053,Meteorite Hills 00793,H6,40.05,2000,-79.68333,155.75
20054,Meteorite Hills 00794,LL6,60.88,2000,-79.68333,155.75
20055,Meteorite Hills 00795,H6,41.7,2000,-79.68333,155.75
20056,Meteorite Hills 00796,L5,44.7,2000,-79.68333,155.75
20057,Meteorite Hills 00797,LL6,44.57,2000,-79.68333,155.75
20058,Meteorite Hills 00798,H6,28.1,2000,-79.68333,155.75
